staff_id,staff_name,role,store_id,hire_date,hours_per_week,certification_level
EMP-00322,Kevin Best,Pharmacist,ST-0041,2017-01-26,25,Junior
EMP-00323,Robert Pearson,Pharmacist,ST-0041,2021-11-04,25,Senior
EMP-00324,Kathryn Rosario,Pharmacy Technician,ST-0041,2024-01-15,35,Mid
EMP-00325,Steven Cooper,Pharmacy Technician,ST-0041,2017-10-23,40,Mid
EMP-00326,Carrie Wright,Pharmacy Technician,ST-0041,2023-10-28,20,Mid
EMP-00327,Kelly Bishop MD,Pharmacy Technician,ST-0041,2021-03-09,35,Mid
EMP-00328,Raymond Shelton,Pharmacist,ST-0042,2017-04-07,30,Junior
EMP-00329,Maria Jones,Pharmacy Technician,ST-0042,2017-12-25,30,Mid
EMP-00330,Jasmine King,Pharmacy Technician,ST-0042,2018-12-07,35,Mid
EMP-00331,Kevin Thomas,Pharmacy Technician,ST-0042,2022-04-29,30,Senior
EMP-00332,Matthew Bates,Pharmacy Technician,ST-0042,2018-07-27,35,Junior
EMP-00333,Teresa Collins,Pharmacist,ST-0043,2022-10-13,25,Junior
EMP-00334,Erin Anderson,Pharmacist,ST-0043,2025-04-30,25,Junior
EMP-00335,Michael Romero,Pharmacist,ST-0043,2016-09-07,25,Junior
EMP-00336,Christopher Lewis,Pharmacist,ST-0043,2024-08-24,25,Senior
EMP-00337,Zachary Moore,Pharmacist,ST-0043,2021-05-28,20,Mid
EMP-00338,Ashley Wise,Pharmacy Technician,ST-0043,2025-05-01,30,Senior
EMP-00339,George Miranda,Pharmacy Technician,ST-0043,2018-08-09,25,Mid
EMP-00340,Brittany White,Pharmacy Technician,ST-0043,2019-03-11,40,Senior
EMP-00341,Amanda Diaz,Pharmacy Technician,ST-0043,2020-05-31,40,Junior
EMP-00342,Lisa Goodwin,Pharmacy Technician,ST-0043,2024-01-05,25,Mid
EMP-00343,David Sheppard,Pharmacy Technician,ST-0043,2024-05-09,40,Mid
EMP-00344,Cheyenne Gregory,Pharmacist,ST-0044,2026-01-29,35,Junior
EMP-00345,Mrs. Diane Reyes,Pharmacist,ST-0044,2025-05-07,40,Junior
EMP-00346,Christopher Gonzalez,Pharmacist,ST-0044,2018-09-23,30,Mid
EMP-00347,Amy Castillo,Pharmacist,ST-0044,2022-09-09,35,Junior
EMP-00348,Ashley Singleton,Pharmacy Technician,ST-0044,2018-06-30,25,Mid
EMP-00349,Phillip Nelson,Pharmacy Technician,ST-0044,2025-02-08,30,Mid
EMP-00350,Jeffrey Potts,Pharmacy Technician,ST-0044,2020-02-25,25,Mid
EMP-00351,Stacey Arias,Pharmacy Technician,ST-0044,2023-06-08,35,Junior
EMP-00352,Jonathan Young,Pharmacy Technician,ST-0044,2017-10-06,30,Junior
EMP-00353,Alfred Galvan,Pharmacy Technician,ST-0044,2022-01-29,20,Senior
EMP-00354,Brenda Mitchell,Pharmacist,ST-0045,2024-05-30,30,Senior
EMP-00355,Brenda Thornton,Pharmacist,ST-0045,2024-01-03,30,Mid
EMP-00356,Susan Smith,Pharmacist,ST-0045,2020-01-17,40,Mid
EMP-00357,Kimberly Acosta,Pharmacy Technician,ST-0045,2025-05-09,35,Mid
EMP-00358,Ricardo Young,Pharmacy Technician,ST-0045,2018-06-13,30,Senior
EMP-00359,Jason Bauer,Pharmacy Technician,ST-0045,2024-02-25,40,Senior
EMP-00360,Russell Porter,Pharmacy Technician,ST-0045,2025-06-29,25,Mid
EMP-00361,Jose Allen,Pharmacist,ST-0046,2018-10-26,40,Junior
EMP-00362,Aaron Gomez,Pharmacist,ST-0046,2026-01-30,20,Mid
EMP-00363,Matthew Miller,Pharmacist,ST-0046,2022-07-05,35,Senior
EMP-00364,Joseph Romero,Pharmacist,ST-0046,2025-01-04,25,Mid
EMP-00365,Jeanette Harrison,Pharmacy Technician,ST-0046,2022-12-15,25,Junior
EMP-00366,Mrs. Alexis Kramer,Pharmacy Technician,ST-0046,2022-03-29,25,Senior
EMP-00367,Matthew Garcia,Pharmacy Technician,ST-0046,2026-04-10,40,Mid
EMP-00368,Evelyn Williams,Pharmacy Technician,ST-0046,2025-08-30,30,Senior
EMP-00369,Marvin Greer,Pharmacy Technician,ST-0046,2024-04-12,30,Senior
EMP-00370,Mrs. Catherine Taylor,Pharmacist,ST-0047,2024-02-28,30,Mid
EMP-00371,Dakota Moody,Pharmacy Technician,ST-0047,2017-02-01,35,Junior
EMP-00372,Eric Sanders,Pharmacy Technician,ST-0047,2025-08-12,40,Mid
EMP-00373,Andrew Lucas,Pharmacy Technician,ST-0047,2021-03-29,25,Senior
EMP-00374,Richard Glenn,Pharmacy Technician,ST-0047,2022-01-08,30,Mid
EMP-00375,Robert Kim,Pharmacist,ST-0048,2023-03-07,40,Mid
EMP-00376,Stephanie Hughes,Pharmacist,ST-0048,2019-07-21,25,Senior
EMP-00377,Jonathan Glass MD,Pharmacist,ST-0048,2017-10-12,35,Junior
EMP-00378,Angela Morrison,Pharmacist,ST-0048,2019-06-12,25,Mid
EMP-00379,Erica Miller,Pharmacy Technician,ST-0048,2021-05-28,35,Mid
EMP-00380,Lance Simmons,Pharmacy Technician,ST-0048,2023-12-05,40,Mid
EMP-00381,Andrew Berg,Pharmacy Technician,ST-0048,2022-05-16,25,Junior
EMP-00382,Jessica Fowler,Pharmacy Technician,ST-0048,2017-05-08,25,Mid
EMP-00383,Mark Cox,Pharmacy Technician,ST-0048,2019-02-05,20,Mid
EMP-00384,Brenda Lawson,Pharmacist,ST-0049,2023-10-30,40,Senior
EMP-00385,Austin Osborne,Pharmacist,ST-0049,2022-08-10,30,Senior
EMP-00386,Travis Johnson,Pharmacist,ST-0049,2018-12-26,25,Senior
EMP-00387,Tiffany Watson,Pharmacy Technician,ST-0049,2017-09-06,25,Mid
EMP-00388,Kendra Sanders,Pharmacy Technician,ST-0049,2021-02-11,40,Junior
EMP-00389,Brian Fitzgerald,Pharmacy Technician,ST-0049,2024-11-11,25,Mid
EMP-00390,Susan Wilson,Pharmacy Technician,ST-0049,2020-10-20,40,Mid
EMP-00391,Cindy Carr,Pharmacist,ST-0050,2024-09-24,40,Mid
EMP-00392,Chad Jones,Pharmacist,ST-0050,2019-04-24,30,Junior
EMP-00393,Jill Miller,Pharmacy Technician,ST-0050,2021-10-23,25,Senior
EMP-00394,Michelle Pierce,Pharmacy Technician,ST-0050,2021-04-25,35,Mid
EMP-00395,Sarah Joseph,Pharmacist,ST-0051,2019-05-03,35,Senior
EMP-00396,Katie Martinez,Pharmacist,ST-0051,2019-10-17,25,Mid
EMP-00397,Cynthia Snyder,Pharmacist,ST-0051,2022-07-07,35,Mid
EMP-00398,Jackie Lara,Pharmacist,ST-0051,2025-10-04,20,Senior
EMP-00399,Stephen Jones,Pharmacy Technician,ST-0051,2023-02-24,40,Mid
EMP-00400,Dr. Kelly Hammond DVM,Pharmacy Technician,ST-0051,2017-08-18,40,Senior
EMP-00401,Evan Jones,Pharmacy Technician,ST-0051,2024-04-19,40,Junior
EMP-00402,Haley Humphrey,Pharmacy Technician,ST-0051,2025-10-02,35,Mid
EMP-00403,Catherine Burch,Pharmacy Technician,ST-0051,2023-09-26,30,Mid
EMP-00404,Sheena Guerra,Pharmacist,ST-0052,2025-03-10,40,Senior
EMP-00405,Christopher Morris,Pharmacist,ST-0052,2020-03-18,35,Junior
EMP-00406,Todd Jacobson,Pharmacist,ST-0052,2017-09-19,40,Senior
EMP-00407,Mark Pierce,Pharmacy Technician,ST-0052,2018-07-03,25,Senior
EMP-00408,Lisa Davis,Pharmacy Technician,ST-0052,2019-03-30,40,Mid
EMP-00409,Lauren Jackson,Pharmacy Technician,ST-0052,2022-02-12,35,Mid
EMP-00410,Kristy Bryan,Pharmacy Technician,ST-0052,2016-11-09,20,Junior
EMP-00411,Travis Wise,Pharmacy Technician,ST-0052,2020-11-16,40,Junior
EMP-00412,Pamela Butler,Pharmacy Technician,ST-0052,2016-11-21,30,Mid
EMP-00413,Mr. Dylan Frye MD,Pharmacy Technician,ST-0052,2023-04-14,35,Senior
EMP-00414,Benjamin Brown,Pharmacist,ST-0053,2023-11-08,30,Junior
EMP-00415,John Peterson,Pharmacist,ST-0053,2018-10-26,40,Mid
EMP-00416,Nathan Gross,Pharmacist,ST-0053,2022-04-02,25,Mid
EMP-00417,Bianca Wood,Pharmacy Technician,ST-0053,2025-12-05,25,Junior
EMP-00418,David Martinez,Pharmacy Technician,ST-0053,2024-01-09,35,Mid
EMP-00419,Brent Roberts,Pharmacy Technician,ST-0053,2022-11-29,40,Mid
EMP-00420,Jennifer Estes,Pharmacy Technician,ST-0053,2019-02-03,35,Mid
EMP-00421,Taylor Griffith,Pharmacy Technician,ST-0053,2019-08-09,20,Mid
EMP-00422,Kathleen Robertson,Pharmacist,ST-0054,2024-11-10,25,Senior
EMP-00423,Kathleen Davis,Pharmacist,ST-0054,2023-01-24,25,Mid
EMP-00424,Tracy Lewis,Pharmacist,ST-0054,2022-05-18,20,Senior
EMP-00425,Douglas Harper,Pharmacist,ST-0054,2024-05-19,35,Mid
EMP-00426,Adam Rodriguez,Pharmacist,ST-0054,2018-08-27,20,Mid
EMP-00427,Monica Gallagher,Pharmacy Technician,ST-0054,2022-08-07,25,Senior
EMP-00428,Anthony Hoffman,Pharmacy Technician,ST-0054,2022-07-17,25,Junior
EMP-00429,Angel Gordon,Pharmacy Technician,ST-0054,2025-09-23,20,Mid
EMP-00430,William Becker,Pharmacy Technician,ST-0054,2018-05-25,35,Junior
EMP-00431,Brent Brooks,Pharmacy Technician,ST-0054,2022-02-22,40,Mid
EMP-00432,Holly Thomas,Pharmacy Technician,ST-0054,2025-01-13,35,Mid
EMP-00433,Andrew Williams,Pharmacy Technician,ST-0054,2022-01-15,30,Mid
EMP-00434,Kelly Hernandez,Pharmacy Technician,ST-0054,2025-02-22,25,Junior
EMP-00435,Timothy Flores,Pharmacist,ST-0055,2023-01-22,40,Senior
EMP-00436,Nancy Evans MD,Pharmacist,ST-0055,2025-01-17,30,Junior
EMP-00437,Michelle Evans,Pharmacist,ST-0055,2016-08-28,35,Mid
EMP-00438,Michael Whitney,Pharmacist,ST-0055,2026-04-21,20,Junior
EMP-00439,Steven Wiggins,Pharmacist,ST-0055,2016-10-29,40,Mid
EMP-00440,Deborah Rios,Pharmacy Technician,ST-0055,2026-03-20,20,Junior
EMP-00441,Mikayla Silva,Pharmacy Technician,ST-0055,2019-04-11,25,Mid
EMP-00442,Michelle Hampton,Pharmacy Technician,ST-0055,2022-11-04,20,Junior
EMP-00443,Michael Johnson,Pharmacy Technician,ST-0055,2018-03-30,40,Junior
EMP-00444,Jeremy Barnes,Pharmacy Technician,ST-0055,2023-05-27,40,Junior
EMP-00445,Jennifer Hampton,Pharmacy Technician,ST-0055,2024-05-25,20,Junior
EMP-00446,Nancy Brown,Pharmacy Technician,ST-0055,2018-09-22,40,Senior
EMP-00447,Kristina Bolton,Pharmacist,ST-0056,2024-07-06,40,Mid
EMP-00448,Emily Thompson,Pharmacist,ST-0056,2025-06-11,40,Junior
EMP-00449,Hector Ingram,Pharmacist,ST-0056,2020-11-14,30,Senior
EMP-00450,Cheryl Wright,Pharmacist,ST-0056,2025-11-13,20,Junior
EMP-00451,Todd Hendrix,Pharmacy Technician,ST-0056,2021-04-16,25,Junior
EMP-00452,Melissa Burns,Pharmacy Technician,ST-0056,2024-07-15,25,Mid
EMP-00453,Timothy Pope,Pharmacy Technician,ST-0056,2021-01-10,30,Senior
EMP-00454,Kenneth Daniels,Pharmacy Technician,ST-0056,2023-02-01,40,Junior
EMP-00455,Tina Ballard,Pharmacy Technician,ST-0056,2021-04-25,30,Mid
EMP-00456,Tyler Miller,Pharmacy Technician,ST-0056,2023-11-25,35,Junior
EMP-00457,Nicole Lewis,Pharmacist,ST-0057,2025-07-15,35,Mid
EMP-00458,Justin Nelson,Pharmacist,ST-0057,2018-03-26,35,Mid
EMP-00459,Laurie Sanchez,Pharmacy Technician,ST-0057,2025-05-29,30,Senior
EMP-00460,David Garcia,Pharmacy Technician,ST-0057,2021-12-29,40,Junior
EMP-00461,Ashlee Townsend,Pharmacist,ST-0058,2016-06-18,40,Mid
EMP-00462,Vanessa Moore,Pharmacist,ST-0058,2024-06-19,40,Mid
EMP-00463,Curtis Maynard,Pharmacist,ST-0058,2021-11-02,30,Junior
EMP-00464,Anthony Mack,Pharmacy Technician,ST-0058,2026-02-21,30,Mid
EMP-00465,Parker Jefferson,Pharmacy Technician,ST-0058,2017-01-03,35,Junior
EMP-00466,Carrie Khan,Pharmacy Technician,ST-0058,2019-05-14,25,Senior
EMP-00467,Amanda Huff,Pharmacy Technician,ST-0058,2024-10-20,40,Mid
EMP-00468,Paul Brennan,Pharmacy Technician,ST-0058,2021-04-19,25,Junior
EMP-00469,Alexandra Bradley,Pharmacist,ST-0059,2018-03-14,20,Senior
EMP-00470,Frances Gibson,Pharmacist,ST-0059,2025-08-13,25,Mid
EMP-00471,Stacy Anderson,Pharmacy Technician,ST-0059,2024-12-14,30,Mid
EMP-00472,Corey Rodriguez,Pharmacy Technician,ST-0059,2019-02-20,40,Senior
EMP-00473,Mariah Higgins,Pharmacy Technician,ST-0059,2016-08-12,25,Junior
EMP-00474,Rachel Bradley,Pharmacy Technician,ST-0059,2019-08-30,25,Senior
EMP-00475,Scott Prince,Pharmacy Technician,ST-0059,2023-08-26,40,Mid
EMP-00476,Angie Caldwell,Pharmacist,ST-0060,2019-07-09,35,Mid
EMP-00477,Mrs. Taylor Smith,Pharmacist,ST-0060,2022-11-25,25,Senior
EMP-00478,Paul Finley,Pharmacy Technician,ST-0060,2021-07-06,30,Mid
EMP-00479,Laura Green,Pharmacy Technician,ST-0060,2022-06-29,35,Junior
EMP-00480,Amy Wilson,Pharmacy Technician,ST-0060,2021-08-05,25,Mid
EMP-00481,Michael Leblanc,Pharmacy Technician,ST-0060,2021-08-31,20,Mid
EMP-00482,Margaret Shepard,Pharmacy Technician,ST-0060,2022-08-17,25,Mid
EMP-00483,Colleen Anderson,Pharmacist,ST-0061,2018-12-24,30,Mid
EMP-00484,William Brooks,Pharmacist,ST-0061,2025-09-19,40,Junior
EMP-00485,Nicole Pham,Pharmacy Technician,ST-0061,2020-02-03,35,Mid
EMP-00486,Melanie Larson,Pharmacy Technician,ST-0061,2017-10-07,40,Senior
EMP-00487,Kelsey Cox,Pharmacy Technician,ST-0061,2025-12-21,40,Junior
EMP-00488,Ronald Leach,Pharmacy Technician,ST-0061,2019-10-25,20,Junior
EMP-00489,Brittany Murphy,Pharmacist,ST-0062,2025-03-24,35,Junior
EMP-00490,Michael Love,Pharmacy Technician,ST-0062,2024-09-09,35,Mid
EMP-00491,Jordan Stokes,Pharmacy Technician,ST-0062,2024-02-02,30,Mid
EMP-00492,Jason Elliott,Pharmacy Technician,ST-0062,2025-11-18,25,Junior
EMP-00493,Robert Cummings,Pharmacist,ST-0063,2023-02-10,40,Mid
EMP-00494,Aaron Robinson,Pharmacist,ST-0063,2017-08-13,40,Mid
EMP-00495,Gregory Brown,Pharmacist,ST-0063,2017-05-26,25,Senior
EMP-00496,Andrea Peck,Pharmacy Technician,ST-0063,2016-11-30,40,Mid
EMP-00497,Christopher Taylor,Pharmacy Technician,ST-0063,2023-07-12,30,Mid
EMP-00498,Steven West,Pharmacy Technician,ST-0063,2022-10-18,30,Junior
EMP-00499,Michael Stanley,Pharmacy Technician,ST-0063,2025-07-20,40,Junior
EMP-00500,Scott Wilson,Pharmacy Technician,ST-0063,2025-07-07,40,Mid
EMP-00501,Cameron Irwin,Pharmacist,ST-0064,2016-06-07,25,Mid
EMP-00502,Veronica Ford,Pharmacist,ST-0064,2025-08-21,40,Mid
EMP-00503,James Hall,Pharmacist,ST-0064,2024-03-18,40,Mid
EMP-00504,Donald Pineda,Pharmacy Technician,ST-0064,2018-04-18,40,Senior
EMP-00505,Matthew Mendez,Pharmacy Technician,ST-0064,2016-08-22,25,Mid
EMP-00506,Austin Wheeler,Pharmacy Technician,ST-0064,2023-12-21,25,Senior
EMP-00507,Michele Williams,Pharmacy Technician,ST-0064,2017-02-15,40,Junior
EMP-00508,David Robinson,Pharmacy Technician,ST-0064,2017-05-02,40,Senior
EMP-00509,Wyatt Young,Pharmacist,ST-0065,2026-03-05,25,Mid
EMP-00510,Kyle Chambers,Pharmacist,ST-0065,2021-10-30,40,Junior
EMP-00511,Shawn Odom,Pharmacist,ST-0065,2025-03-29,40,Junior
EMP-00512,Eric Brown,Pharmacist,ST-0065,2019-05-10,40,Senior
EMP-00513,Jessica Simpson,Pharmacist,ST-0065,2022-03-27,40,Mid
EMP-00514,Megan Floyd,Pharmacy Technician,ST-0065,2021-10-18,40,Senior
EMP-00515,Jennifer Evans,Pharmacy Technician,ST-0065,2019-07-03,30,Senior
EMP-00516,Kara Atkinson,Pharmacy Technician,ST-0065,2021-06-28,20,Mid
EMP-00517,Brianna Ford,Pharmacy Technician,ST-0065,2017-05-10,25,Junior
EMP-00518,Tracy Grant,Pharmacy Technician,ST-0065,2018-08-28,20,Mid
EMP-00519,David Rivera,Pharmacy Technician,ST-0065,2017-09-20,30,Mid
EMP-00520,Sarah Davis,Pharmacy Technician,ST-0065,2019-08-13,20,Junior
EMP-00521,James Jacobs,Pharmacy Technician,ST-0065,2017-01-17,35,Mid
EMP-00522,Chelsea Gill,Pharmacist,ST-0066,2025-11-18,30,Mid
EMP-00523,Daniel Meadows,Pharmacist,ST-0066,2021-07-13,40,Mid
EMP-00524,Alexis Giles,Pharmacist,ST-0066,2018-05-15,25,Junior
EMP-00525,Nicole Rocha,Pharmacist,ST-0066,2019-11-08,40,Junior
EMP-00526,David Morris,Pharmacy Technician,ST-0066,2021-03-10,40,Mid
EMP-00527,Joseph Howard,Pharmacy Technician,ST-0066,2020-10-28,40,Mid
EMP-00528,Stephen Owens,Pharmacy Technician,ST-0066,2024-05-12,40,Mid
EMP-00529,Erica Harris,Pharmacy Technician,ST-0066,2021-09-12,40,Mid
EMP-00530,Justin Walker,Pharmacy Technician,ST-0066,2018-11-09,35,Mid
EMP-00531,Juan Silva,Pharmacy Technician,ST-0066,2023-06-24,40,Senior
EMP-00532,Craig Hall,Pharmacy Technician,ST-0066,2026-01-25,40,Mid
EMP-00533,Kathryn Pena,Pharmacy Technician,ST-0066,2022-02-12,30,Mid
EMP-00534,Roberto Levy,Pharmacist,ST-0067,2024-09-20,25,Junior
EMP-00535,Nicholas Bell,Pharmacist,ST-0067,2018-10-03,30,Junior
EMP-00536,Katherine Stark,Pharmacist,ST-0067,2025-08-06,30,Junior
EMP-00537,Tina Warren DVM,Pharmacist,ST-0067,2017-08-21,20,Junior
EMP-00538,Mary Duran,Pharmacy Technician,ST-0067,2023-05-23,40,Mid
EMP-00539,Mark Jones,Pharmacy Technician,ST-0067,2018-12-11,30,Mid
EMP-00540,Jonathan Brooks,Pharmacy Technician,ST-0067,2024-08-05,25,Senior
EMP-00541,Alexis Patel,Pharmacy Technician,ST-0067,2023-05-16,40,Junior
EMP-00542,Joseph Hill,Pharmacy Technician,ST-0067,2021-04-02,30,Senior
EMP-00543,Robert Craig,Pharmacy Technician,ST-0067,2019-06-04,40,Mid
EMP-00544,Brent Hernandez,Pharmacy Technician,ST-0067,2019-08-22,35,Junior
EMP-00545,Dawn Gomez,Pharmacy Technician,ST-0067,2023-02-16,40,Junior
EMP-00546,Tyler Stevens,Pharmacist,ST-0068,2020-07-06,40,Mid
EMP-00547,Courtney Sutton DVM,Pharmacist,ST-0068,2016-11-29,35,Mid
EMP-00548,James Tran,Pharmacist,ST-0068,2017-04-30,25,Junior
EMP-00549,Michele Miller,Pharmacy Technician,ST-0068,2023-10-04,25,Junior
EMP-00550,Erin Madden,Pharmacy Technician,ST-0068,2017-12-30,40,Mid
EMP-00551,Tamara Hall,Pharmacy Technician,ST-0068,2026-01-06,20,Senior
EMP-00552,Anthony Jones,Pharmacy Technician,ST-0068,2021-02-22,40,Senior
EMP-00553,Kristy Johnson,Pharmacy Technician,ST-0068,2021-09-22,40,Junior
EMP-00554,Daniel Thomas,Pharmacist,ST-0069,2023-02-24,30,Mid
EMP-00555,Elizabeth Elliott,Pharmacist,ST-0069,2026-01-06,40,Junior
EMP-00556,Jasmine Mosley,Pharmacy Technician,ST-0069,2022-01-07,40,Junior
EMP-00557,Patrick Gibbs,Pharmacy Technician,ST-0069,2017-09-16,25,Mid
EMP-00558,Valerie Brown,Pharmacist,ST-0070,2023-10-23,35,Mid
EMP-00559,Billy Jacobs,Pharmacist,ST-0070,2023-02-15,20,Senior
EMP-00560,Erin Walters,Pharmacist,ST-0070,2024-01-15,30,Junior
EMP-00561,Henry Pugh MD,Pharmacist,ST-0070,2026-05-05,40,Senior
EMP-00562,Angelica Montgomery,Pharmacist,ST-0070,2020-07-26,40,Senior
EMP-00563,Angela Moore,Pharmacy Technician,ST-0070,2018-12-31,40,Mid
EMP-00564,Emily Rodriguez,Pharmacy Technician,ST-0070,2016-06-18,20,Mid
EMP-00565,Jill Juarez,Pharmacy Technician,ST-0070,2018-02-11,30,Junior
EMP-00566,Cody Cole,Pharmacy Technician,ST-0070,2025-10-24,40,Mid
EMP-00567,Ashley Davis,Pharmacy Technician,ST-0070,2025-10-20,20,Junior
EMP-00568,Kyle Nguyen,Pharmacy Technician,ST-0070,2022-12-05,40,Junior
EMP-00569,Jason Maxwell,Pharmacy Technician,ST-0070,2025-11-22,40,Mid
EMP-00570,Vanessa Armstrong,Pharmacist,ST-0071,2019-04-05,35,Mid
EMP-00571,Caroline Adams,Pharmacy Technician,ST-0071,2020-12-09,40,Junior
EMP-00572,Arthur Hamilton MD,Pharmacy Technician,ST-0071,2024-08-11,40,Mid
EMP-00573,Heather Raymond,Pharmacy Technician,ST-0071,2024-10-22,30,Senior
EMP-00574,Christina Rodriguez,Pharmacist,ST-0072,2021-07-23,40,Mid
EMP-00575,James Skinner,Pharmacy Technician,ST-0072,2022-11-02,40,Senior
EMP-00576,Erin Cook,Pharmacy Technician,ST-0072,2018-09-09,40,Senior
EMP-00577,Larry Dominguez,Pharmacy Technician,ST-0072,2024-07-10,40,Mid
EMP-00578,Vincent Novak,Pharmacy Technician,ST-0072,2021-05-01,35,Mid
EMP-00579,Mackenzie Faulkner,Pharmacist,ST-0073,2020-07-01,25,Senior
EMP-00580,Douglas Hartman,Pharmacist,ST-0073,2022-08-02,40,Junior
EMP-00581,Justin Vargas,Pharmacist,ST-0073,2025-08-28,40,Junior
EMP-00582,Randall Johnson,Pharmacy Technician,ST-0073,2024-03-24,30,Mid
EMP-00583,Christine Salinas,Pharmacy Technician,ST-0073,2017-07-20,25,Senior
EMP-00584,Rebecca Ortiz,Pharmacy Technician,ST-0073,2024-11-13,40,Mid
EMP-00585,Eric King,Pharmacy Technician,ST-0073,2018-12-30,20,Junior
EMP-00586,Rachel Jones,Pharmacy Technician,ST-0073,2024-07-11,35,Senior
EMP-00587,Kimberly Mclean,Pharmacist,ST-0074,2023-06-29,35,Junior
EMP-00588,Rachel Ward,Pharmacist,ST-0074,2025-07-05,35,Mid
EMP-00589,Suzanne Rodriguez,Pharmacist,ST-0074,2020-08-06,40,Junior
EMP-00590,Heather Holland,Pharmacist,ST-0074,2017-02-16,40,Mid
EMP-00591,Maria Lucas,Pharmacy Technician,ST-0074,2022-01-06,40,Junior
EMP-00592,Jessica Smith,Pharmacy Technician,ST-0074,2020-10-10,35,Senior
EMP-00593,Paul Grant,Pharmacy Technician,ST-0074,2026-02-28,25,Senior
EMP-00594,James Ford,Pharmacy Technician,ST-0074,2024-11-20,40,Junior
EMP-00595,Zachary Webb,Pharmacy Technician,ST-0074,2021-05-26,30,Mid
EMP-00596,Vernon Wilson,Pharmacy Technician,ST-0074,2018-10-14,20,Mid
EMP-00597,Grant Mueller,Pharmacy Technician,ST-0074,2025-03-29,30,Mid
EMP-00598,Mr. Jeffrey Horton,Pharmacy Technician,ST-0074,2021-10-19,20,Senior
EMP-00599,Andrew Page,Pharmacist,ST-0075,2016-10-04,40,Senior
EMP-00600,Maria Byrd,Pharmacist,ST-0075,2019-03-04,40,Junior
EMP-00601,Natalie Black,Pharmacist,ST-0075,2025-10-06,40,Junior
EMP-00602,Justin Mullen,Pharmacy Technician,ST-0075,2020-04-26,20,Junior
EMP-00603,Lori Lopez,Pharmacy Technician,ST-0075,2023-09-23,35,Mid
EMP-00604,Omar Ware,Pharmacy Technician,ST-0075,2024-01-09,40,Mid
EMP-00605,Jasmine Bush,Pharmacy Technician,ST-0075,2019-11-16,30,Senior
EMP-00606,Michael Flynn,Pharmacy Technician,ST-0075,2026-03-13,30,Mid
EMP-00607,Shane Lopez,Pharmacy Technician,ST-0075,2021-12-02,25,Mid
EMP-00608,Brian Lambert,Pharmacy Technician,ST-0075,2024-09-13,40,Junior
EMP-00609,Margaret Harper,Pharmacist,ST-0076,2023-01-20,20,Mid
EMP-00610,Hannah Bruce,Pharmacist,ST-0076,2019-04-24,40,Junior
EMP-00611,Michele Evans,Pharmacist,ST-0076,2017-10-25,40,Junior
EMP-00612,Emily Allen,Pharmacy Technician,ST-0076,2018-05-13,30,Senior
EMP-00613,Michael Dixon,Pharmacy Technician,ST-0076,2023-06-28,30,Mid
EMP-00614,Laura Henderson,Pharmacy Technician,ST-0076,2024-08-27,30,Junior
EMP-00615,Melissa Brewer,Pharmacy Technician,ST-0076,2019-04-28,40,Mid
EMP-00616,Katherine Taylor,Pharmacy Technician,ST-0076,2021-09-22,40,Junior
EMP-00617,Lisa Glenn,Pharmacist,ST-0077,2016-07-15,25,Junior
EMP-00618,Mr. James Hoffman,Pharmacy Technician,ST-0077,2024-10-17,40,Mid
EMP-00619,John Mckinney,Pharmacy Technician,ST-0077,2023-12-04,40,Mid
EMP-00620,Bradley Johnson DDS,Pharmacist,ST-0078,2021-05-05,40,Junior
EMP-00621,Danny Roberts,Pharmacist,ST-0078,2024-02-26,40,Mid
EMP-00622,Patricia Simpson,Pharmacy Technician,ST-0078,2025-01-24,40,Senior
EMP-00623,Brian Hampton,Pharmacy Technician,ST-0078,2022-08-13,40,Mid
EMP-00624,Nicole Wolf,Pharmacist,ST-0079,2023-11-19,25,Junior
EMP-00625,Wanda Garcia,Pharmacist,ST-0079,2020-08-02,40,Mid
EMP-00626,Zachary Cole,Pharmacist,ST-0079,2022-04-21,40,Mid
EMP-00627,Angie Grimes,Pharmacy Technician,ST-0079,2018-05-16,25,Junior
EMP-00628,Cynthia Cochran,Pharmacy Technician,ST-0079,2022-05-04,40,Mid
EMP-00629,Lisa Patterson,Pharmacy Technician,ST-0079,2018-09-29,25,Mid
EMP-00630,Robin Trujillo,Pharmacy Technician,ST-0079,2026-01-27,20,Mid
EMP-00631,Douglas Ryan,Pharmacy Technician,ST-0079,2021-11-18,30,Mid
EMP-00632,Eileen Armstrong,Pharmacy Technician,ST-0079,2025-02-15,30,Mid
EMP-00633,Miss Anna Estes,Pharmacy Technician,ST-0079,2023-05-18,20,Junior
EMP-00634,Wendy Camacho,Pharmacist,ST-0080,2018-07-14,30,Mid
EMP-00635,Brandi Thomas,Pharmacist,ST-0080,2021-11-08,35,Junior
EMP-00636,Pam Lowe,Pharmacist,ST-0080,2024-09-13,40,Senior
EMP-00637,Mark Burton,Pharmacy Technician,ST-0080,2022-10-04,40,Junior
EMP-00638,Mark Beard,Pharmacy Technician,ST-0080,2017-12-16,35,Junior
EMP-00639,Paul Neal,Pharmacy Technician,ST-0080,2022-08-27,25,Senior
EMP-00640,John Perkins,Pharmacy Technician,ST-0080,2017-12-16,25,Mid
EMP-00641,Judy Beck,Pharmacist,ST-0081,2022-06-20,35,Mid
EMP-00642,Rebecca Sanders,Pharmacist,ST-0081,2023-09-07,35,Junior
EMP-00643,Kathleen Morris,Pharmacist,ST-0081,2021-03-14,30,Mid
